id,screen_name,retweet
1236066220090306560,Pogoer,false
1236066478593650688,trvthloops,false
1236069643934187523,banhmiverlag,true
1236069675584434183,Mandelitap,true
1236069592012705792,EdJoyce,false
1236069596160983040,cobianderson9,true
1236069536853643266,nieljm,true
1236069540896768000,rafaelgallegos,false
1236069544944455680,restructures,false
1236069760288374789,CFDTrading1,true
1236069920640729088,flaviob,false
1236069925904617474,artsguitarparts,true
1236069814029910016,j_raca,false
1236069628067053568,shirleyaguilera,true
1236069509229838337,jamiescottsmith,true
1236069719771205634,KQED,false
1236072120846815239,CJIsWingingIt,false
1236072137464500224,hyozoh_,true
1236072159971119104,1stimps,false
1236072176148574209,percypercy77,false
1236072194146328576,jayjohnson75,true
1236072279601229824,PoetTonyMedina,false
1236072090178129920,bleachbred,false
1236072299444547586,JazzCfree,false
1236072362665291778,Blackcatprowl3,false
1236072342037676033,MatthewAsprey,false
1236072523860709376,rbistolfi,false
1236075086345654277,jcboneon1,true
1236075416605073409,guye_guion,true
1236075422426845186,icekreamy,true
1236075430815424513,Charograham,true
1236075407574626304,d_matsuok4,true
1236075416613343232,somevelvetblog,false
1236075104423026688,2leironas,false
1236075346895781889,RicochetWaters,true
1236075212199821313,davidzehcnas,true
1236075319435522048,RolandWNoBrakes,false
1236075128670257155,familygrowing1,true
1236075293732937730,esquare40874575,true
1236079449205911553,DirectFromDZ,false
1236079459142373376,fezadaquelipe,false
1236079460601888768,Zaganashikwe,true
1236079461759619073,mark_bauerlein,false
1236079418004684808,bugallio,true
1236079445057904642,itstheextreme,false
1236079138546634759,TheVisualizED,false
1236079145651712002,BonfireTerry,true
1236079159224528896,musicisfood,true
1236079250077184000,RachelMaston,false
1236079268284600320,billybozzio,true
1236079292775149568,maquiwo,true
1236079361947623424,ymd12341234,true
1236079373033394182,KUNMnews,false
1236079217877684225,juliansiegel1,true
1236079164958167040,alipikenbpt,true
1236079302007013376,horadhablar,true
1236079242808606720,ClaudioScolari,false
1236083868958183424,Chris43318246,false
1236083874507239424,kemp_travis,false
1236083886419070976,mrgreg,true
1236084251239440385,mnf321,true
1236084184063582208,snapmatique,true
1236084224521678848,favor8art,false
1236084035119706112,zamir_corzo,true
1236084054438678528,almahoffmann,true
1236083988076298241,LBoogie213,true
1236084164664995845,mikekatzif,true
1236083956417613825,shun_kaza,true
1236084082444062721,shentvisara,false
1236088206132682758,SethJSmith2,true
1236088213359362050,oxistudio,true
1236088339582746624,smsperidot,true
1236088346256068608,JayKing730,true
1236088421992538113,extraNiceNess,true
1236088422135140353,gorkacastillo,false
1236088438106902528,smsperidot,true
1236088454930456577,KikonDonKikon,false
1236088455576170496,mkt999333,true
1236088264122982400,smsperidot,true
1236088631166529536,sorrel0313,false
1236088421707378690,ceesbde,true
1236088592264396802,soso_piano,false
1236088475536879616,Rojo_Rocks,false
1236090975753326593,cornelimarks564,true
1236090979331039234,LucasPellarin,true
1236090982136811522,kerako2005,true
1236091102463168512,thefreaknlady08,true
1236091130451804160,brettlorenzen,true
1236091172243685376,misa51guanlong,true
1236091222252494848,sean_write,false
1236091244754989057,DiChristine,true
1236091087724265473,LuizSantosdrums,true
1236091254389321730,MadameHoneyPot,true
1236091030232903680,Beatgrrrl,true
1236091049237413888,audphi,true
1236096505313820672,chipirotation,true
1236096807760834560,CARERA5,true
1236096688860913666,DJJohnnyMack1,true
1236097104746930176,lakeman,true
1236096952086872064,Myboo_susukino,false
1236097058928541696,ControversyFilm,false
1236096994340417537,adamshermanesq,false
1236100071952969728,MShermanoffice,true
1236099863680557057,Coops_tv,true
1236099864842440705,bryanvargas,true
1236099867170271237,naveenminai,true
1236100154115026945,Kevin_Eubanks,true
1236100164441370625,ChristabelBodhi,false
1236099896572289024,Jamon_Salve,false
1236099919183740928,mikenstuff,true
1236099978579369986,Backstorymom1,true
1236100197559742465,adamshermanesq,false
1236100004579696640,ArnandoPutra,true
1236100116102017025,CitiBE,false
1236100212340342784,ChrisDanielKim,false
1236106551175319552,kbourneuf,true
1236106560490831873,RangersGray,false
1236106578681421825,sakadamobo,true
1236106669945425922,AliciaCrowe,true
1236106685069983744,chmcr_hp,true
1236106409022021632,OMGQAnon,true
1236106502567415808,KarolineRibak,true
1236106473526235136,motelonfire,false
1236106474562166784,kennethcdavis,false
1236106611959181314,furquiad,false
1236106585157636098,jimig32,false
1236106692171087872,Shalvor1,false
1236110368554070016,SamStephenson12,false
1236110377181564928,winston9022,true
1236110377806675969,jorroman,true
1236110398253752320,gren1511,true
1236110571407323137,Sukari17,true
1236110478314582019,TembiLocke,true
1236110539719245824,george__n,true
1236110347137765376,Izumih0705,true
1236110507993522178,honey_maple,true
1236110453799112704,lsupervielle,false
1236110276812058624,greg_elmer,false
1236114836154724352,kurt_loder,false
1236114840206393346,lilikoililikoi,false
1236114751165313024,ricaroncle,true
1236115221808365568,rcolz,true
1236115272353775616,MarkboNd50,true
1236115081273970689,Quinnacious,false
1236115162114838528,LIS_ten_LIS_ten,true
1236115353127641088,trackno4,true
1236114802998734848,CraigMahoney,false
1236117852643418112,hirotecxmc307,true
1236117961686913024,yskkg,true
1236117871576694785,Jazzigator,true
1236117991001141249,callmepartario,true
1236118090619944960,MonicaAbundis,true
1236118067819601920,jac7000,true
1236117996533252096,deliverychris,true
1236118092796661760,icf55555,false
1236122578764193794,otfk039,true
1236122595730259968,PointyChicken,true
1236122298022649856,junk081,false
1236122224412610561,haswoh,true
1236122370974183424,underthebrige08,true
1236122543167172610,levies_one,true
1236122482047778816,icgrenfell,true
1236126828030349312,threepress,true
1236126615949783042,WDCBPublicRadio,true
1236126646261800960,RicoCraig,false
1236126854798548992,JomacEnroe,true
1236126854911643650,DeadlineDominic,true
1236126369177677824,terukoM1,true
1236126373275725825,PrettyPris,true
1236126700984913920,airuyi,true
1236126730659737600,ppcespedes,true
1236133398298718210,mrinere,false
1236133417953054721,nonononnon,true
1236133203347492864,dprice_isrite,true
1236133205767524353,TonyRandazzo8,true
1236133593438511106,sim_trp,true
1236133602536144898,Kilapt5b,false
1236133622274383879,takashitzr,false
1236133398206451712,_The_AG,true
1236133372730249216,santosquelhas,true
1236133253343371265,GhostChilli8,true
1236133656982323204,RedBearPhilly,true
1236140038032748544,motialtjin,true
1236139912111546368,lautard65,true
1236140505408266240,RuthyRaBa,true
1236140382666158081,markguiliana,false
1236140667119611906,akisumitomo,false
1236139929236672512,JazzSesh,false
1236140165632049152,Cost03,false
1236140111684874241,WharfRatJustin,false
1236140318174539776,trekonomics,false
1236143027904819203,LADYDAY93_TJFGG,true
1236143036586852353,volajp,true
1236143087535218688,Coolranch4lyfe,true
1236142566539575298,parkbearpark,true
1236142902931308545,TomMasontime2,true
1236142676933857280,TFaugeras,true
1236142807217082368,feralcathotel,true
1236142834937466883,davepowersNYC,true
1236142976599982081,xenogothic,false
1236150310118154240,nancypuglia,true
1236150318078939136,badbadnotgood,true
1236150339159633920,idontlikemovies,false
1236150348504616960,stockguy61,true
1236150453701771265,jaytay777,true
1236150465278005249,Jay5tayPaid,true
1236150021080395781,CapDamajuana,false
1236150023051563008,Green_Spinel,true
1236150163024027650,Torcho,true
1236150128957960192,VZanetti63,true
1236150379018162183,dartinc,true
1236150767045824512,yutakashino,false
1236150082082197504,MidcoastNews,false
1236155501903114241,Shimo_T,false
1236155506785386497,martindave,true
1236155881089159169,alyspereira,false
1236155882075041792,Enlighten__Up,false
1236155517581615104,PMPRacing7,true
1236155522090483712,fleshandbrand,true
1236155580936413184,ryou_nina,true
1236156149973442561,opaaki,true
1236155876374790144,maimaismile55,true
1236155788885987329,RodgersZacchary,true
1236156110761005057,MSmithHSHS,true
1236155836537409542,JosueDZ05,true
1236164019477602310,flying_decchi,true
1236163747313405952,ambersimm01,false
1236163776086528000,sackett60,true
1236164278874288128,Lascia_Fare_,true
1236163999198334976,bejazz,true
1236164102210256901,mrrrty,false
1236163993414365184,TJZancanaro,true
1236164165917536256,tokino_kakera,false
1236164184733253632,SupremeConshus,false
1236172253156392962,takuto_fukuda,true
1236171986390392832,kndiaye,true
1236171702792368130,monshi05410,true
1236172687699054593,comeH2O,true
1236171884544356352,Jhnvk_,true
1236172136148013056,flaviolimabate,true
1236172302514937862,Ottermania,false
1236172348329316352,kayanagi_t,false
1236171687583858689,T17078613,false
1236172236194709505,MFB44,false
1236179683148001280,ducap360,true
1236179694850015232,Tooshikii,true
1236179819286667264,MarianneCramer,true
1236179778912149505,bbison724,true
1236179374967336960,msirismg,true
1236179816921149442,oseerik,true
1236179541816561664,aseanymous,true
1236179623437721607,gmeline,false
1236179642983251969,901JazzPlaylist,false
1236179420445958145,TwatterLord,false
1236187151974502400,HarriettMRobin1,true
1236187165350072322,LaurenceGourgu2,false
1236187515146530816,kim8008,true
1236186892225392641,neero_neero,true
1236186673999822848,popedizzy,true
1236187426676228096,CyprianDe,true
1236187586928021505,AlessandroSala1,false
1236187199152021505,Nicole_A_Hall,false
1236186736805523457,ShavanaMushwana,false
1236192699402932225,penttivuorinen,true
1236193227302006785,ngnwkj,true
1236192548177276928,reggiewo,true
1236193092723544064,hermistonsports,true
1236193246046556160,LJNicolaou,true
1236192630029025280,essiccf37,true
1236193195396083714,Fabiolastartrek,true
1236192732097449984,Ricounet57,false
1236192766289420288,JaimeAndresCas8,false
1236198625887150081,Ackey_Japan,true
1236198628139634689,peterrobinsons2,true
1236198637622800384,lalpdhues,false
1236198646468624384,coolgrey,true
1236198482412736512,jazzalavillette,true
